specimen_id	O14625	O43508	O95760	P01133	P01135	P01374	P01375	P01579	P01584	P02778	P03956	P04141	P05112	P05231	P09603	P09919	P10145	P10147	P13232	P13236	P13500	P13725	P14210	P15692	P22301	P35225	P39900	P40933	P48061	P49771	P50591	P51671	P60568	P78380	P80075	P80098	Q07325	Q14116	Q16552	Q8NEV9_Q14213	Q969D9	Q96PD4	Q99616	Q99731	Q9P0M4
1202	557.96266	458.52759	NA	75.70173	4.41034	5.75843	14.32199	0.14289	0.13582	54.80998	673.97323	0.16677	0.01755	1.83232	123.66121	128.70398	6.71414	2.91542	0.89998	39.90103	355.77581	0.61893	129.08696	247.28862	7.50909	0.12176	306.75264	16.23628	165.90062	85.40505	441.27566	225.58744	0.00493	35.98782	35.60046	2.35244	56.30331	260.40248	0.23167	9.40682	NA	0.25297	892.86219	138.97198	17.60558
1268	291.73666	331.5454	0.04211	58.49673	3.65219	5.83046	10.05091	0.26512	0.17882	56.01791	660.81853	0.18505	0.01388	4.03571	121.48666	145.04715	5.72708	3.5047	0.70687	63.17616	385.79849	0.40396	78.648	176.91046	17.37678	0.09907	175.53517	14.01524	131.1423	90.87851	420.26007	205.08837	0.00673	32.37938	49.27799	1.67438	34.29267	147.14442	0.17294	8.59687	NA	0.38763	220.80272	73.35888	6.26682
1036	413.1597	382.60154	0.65049	176.96382	4.4146	6.42638	16.2936	0.14099	0.2151	56.71398	805.55491	0.15849	0.0132	1.69436	121.96744	84.16611	5.7821	4.27575	1.02996	53.50956	302.42175	1.3322	137.28168	287.96173	5.07318	0.13317	142.06148	11.42606	128.84407	102.52124	380.20864	273.65318	0.02265	80.38122	6.61578	1.46091	44.28419	252.19089	0.18877	6.54167	0.83019	0.55353	333.98744	106.36106	12.53546
1152	475.86259	242.59166	0.39223	65.43759	5.16529	7.7595	9.21939	0.17163	0.2116	72.90234	607.38836	0.11384	0.01642	2.94703	133.93152	89.07025	13.02168	4.6998	0.84004	62.54005	411.46593	2.55033	144.92235	215.70123	2.85357	0.07836	123.68895	15.45605	96.75607	68.68123	183.89742	324.64831	0.01074	104.35159	54.21801	2.90739	47.67972	301.42243	0.10857	0.80817	0.06419	0.2497	666.88825	88.97773	11.88039
1018	1050.96272	607.86979	0.04669	249.21643	9.29781	14.31363	24.6049	0.57063	0.49025	273.03644	1803.38666	0.22676	0.0175	13.42369	165.80473	219.26006	13.17973	17.13726	1.54624	108.7917	472.82893	4.46549	214.14506	326.86611	10.96164	0.2969	422.24473	14.56065	109.9778	136.97833	589.04222	231.24661	0.00717	185.51469	15.81109	3.39718	117.36826	450.20605	2.09704	13.40721	0.15515	1.46244	361.0195	296.39235	40.11248
1085	343.77939	395.97712	0.12712	152.44613	6.43951	11.65715	35.49701	0.13866	0.10548	91.77642	993.24266	0.21519	0.02037	3.52731	117.20739	99.53964	7.33966	5.70813	1.0375	92.28272	212.79465	4.59678	150.25402	215.05602	11.85714	11.56923	235.6735	13.59102	139.76725	60.91124	503.26361	236.39689	0.00419	103.54136	22.75843	1.41747	125.05223	269.29243	0.83938	10.07162	0.16342	2.33337	176.74537	499.90701	17.82347
1255	384.10686	533.36092	0.06442	111.18277	4.68074	9.12223	13.11125	0.23634	0.13034	90.83172	1046.10734	0.18099	0.01993	1.42498	169.24462	103.6685	8.25825	5.10765	0.73783	98.38218	503.81017	0.95601	187.14813	251.45585	8.59805	NA	208.47374	14.89987	150.58596	86.09053	549.5392	309.56929	0.01417	56.47169	40.09732	2.58198	46.39406	272.16401	0.46983	11.11852	NA	0.40451	323.23405	158.69235	15.07741
1141	576.6996	499.90178	0.19555	91.05373	5.24551	9.05601	15.04908	0.61911	0.077	109.0133	1026.57723	0.22453	0.03683	1.81173	91.50006	86.2557	7.07143	5.73568	2.6336	44.86979	426.01202	0.91988	164.05377	222.10535	6.98308	0.42514	354.93239	15.61467	159.18631	103.58478	528.81765	325.92917	0.02143	43.97239	9.10889	1.2662	64.74222	222.18915	0.3079	12.97531	0.78624	4.34802	443.07984	130.55722	15.5691
1258	345.62621	505.49417	0.03349	36.69707	4.2795	8.78558	14.53687	0.19271	0.04962	94.40168	668.60159	0.11753	0.02015	1.25797	153.00471	70.11712	8.60947	4.70784	0.76139	72.67392	436.15972	0.87274	170.32599	226.42937	6.02654	NA	175.37207	13.76453	134.08305	81.78753	527.16111	290.55492	0.02954	52.59002	29.10631	2.26991	39.56615	234.81543	0.21985	8.3099	NA	0.61678	262.07775	154.81671	16.25293
1184	411.09044	364.72809	0.09148	74.11424	4.67615	9.79456	14.96503	0.21343	0.09436	59.16172	292.06085	0.24929	0.01868	1.1352	113.32863	92.20552	6.99782	3.26722	1.10609	40.61203	385.15384	1.85329	123.78461	274.56497	11.3239	0.11933	188.26332	15.25286	95.3483	122.7935	397.40785	361.90194	0.00841	117.58484	39.79358	1.31359	52.50971	367.21951	0.39342	7.49072	0.06978	1.58167	537.60901	154.73138	47.04693
1289	360.51347	471.73363	0.16016	64.80704	6.20134	11.01777	15.37757	0.24379	0.19478	68.81784	278.40815	0.24712	0.0202	2.06966	156.08107	91.31704	7.46302	5.25446	0.49568	88.05204	463.29196	0.41854	110.25561	191.70291	6.77003	0.02745	224.59392	17.08076	193.00423	141.90315	558.433	392.28383	0.0513	41.85116	65.39386	1.80798	59.06738	247.88876	0.6107	2.05954	0.40427	0.20755	412.55274	82.28179	31.25249
973	377.12699	365.41084	0.04705	54.11205	9.5477	9.30261	19.83867	0.55719	0.25861	82.08238	556.19455	0.25291	0.01895	1.20673	164.30116	69.99166	11.88382	7.23963	1.19136	50.59991	393.85338	2.6047	126.92536	271.33378	8.96568	0.14171	217.56366	13.69183	140.40794	140.24467	339.02021	331.39683	0.00827	271.8756	26.53109	1.74766	70.63277	222.17729	0.73925	7.17197	0.07557	0.51491	282.08041	110.28636	14.10153
1170	440.45421	492.19035	0.00866	54.99639	4.98936	10.56365	15.55792	0.37387	0.10456	65.23161	253.44244	0.41477	0.01255	0.62647	133.55283	41.45912	4.58021	4.86795	0.97445	76.57869	499.35345	0.47868	123.31967	199.48564	7.29287	3.36541	264.06098	21.70925	166.03768	133.0212	450.63611	310.82608	0.00294	30.11414	36.14508	1.57055	55.57659	275.6002	0.20593	5.74935	0.17004	7.88958	1337.87819	209.41633	15.7243
1004	540.29997	219.39947	0.18232	42.11969	5.10308	12.75522	7.55934	0.24328	0.08766	61.12069	426.45161	0.23026	0.02073	1.11833	147.07103	86.78569	7.88319	2.91713	0.80285	44.51248	333.61368	2.35663	92.29789	273.30281	2.21775	0.31283	107.29849	12.55892	127.52483	95.79449	179.54811	250.40053	0.02248	133.61365	20.29046	1.58593	39.76874	163.1381	NA	0.26877	NA	0.19089	212.03215	119.77282	3.18542
1130	921.75503	433.79444	0.34692	203.95655	7.00506	11.85413	12.55706	0.5367	0.14633	62.1274	848.7197	0.18922	0.02354	2.52741	132.33752	222.92836	6.52491	4.46807	1.22509	78.76956	327.60398	4.35532	164.7038	363.26856	6.66371	0.18082	182.06594	20.44455	182.08351	80.98364	575.45757	524.75256	0.00609	91.40179	60.50835	2.5412	128.91362	269.85594	0.99045	16.04154	NA	1.23906	272.03993	167.29051	30.80886
1129	1953.125	476.02835	0.52564	218.62748	7.10137	12.33221	15.84329	8.20335	0.35813	525.69535	869.84108	0.2138	0.01655	4.4829	150.1003	130.58874	5.74484	4.34344	1.62178	95.15751	782.99232	1.34982	154.06608	335.72215	18.18912	0.13623	198.38834	26.80801	234.91589	112.87333	575.93671	482.45052	0.00863	58.53379	298.6965	4.8491	165.0454	247.53866	0.2533	52.13072	0.09237	0.23389	354.03859	200.98524	16.70426
1159	282.97613	433.29674	0.01704	192.44466	2.94721	7.99313	14.13279	0.18953	0.16855	65.82973	292.49829	0.12437	0.01252	2.48089	108.24563	120.23497	6.079	4.18052	0.87999	53.45409	248.64554	0.41263	88.43636	150.95029	4.3565	0.05884	308.77385	10.94329	139.46034	92.44252	323.58027	180.66903	0.00293	40.95674	36.45807	1.9196	37.39826	242.35102	0.41871	3.44802	NA	1.65118	401.50466	101.14431	12.54527
965	622.75919	439.89999	0.17061	95.64391	5.92486	9.24212	15.04691	0.29441	0.09192	64.18482	806.72396	0.34753	0.01826	0.76115	112.92701	56.52586	6.51495	5.07254	0.50042	41.81637	469.52621	1.23374	128.74677	242.50557	9.55708	0.13086	223.30845	10.93191	126.86286	76.18307	386.98569	287.66698	0.00973	105.59742	42.39133	1.72155	77.99452	224.93381	0.33858	3.84672	0.03167	0.21016	472.48685	220.86436	15.13161
1088	868.1446	637.96084	0.02262	677.39673	6.23826	11.39424	36.63666	0.17655	0.82063	299.39129	2093.92533	0.29384	0.01791	2.35335	150.6261	177.29838	8.7213	7.14009	2.96363	181.23793	367.23147	1.15639	174.97362	307.21189	10.24543	8.51524	362.68381	15.58838	221.24902	85.55486	626.2511	256.66899	0.01078	44.84053	40.97538	2.9327	191.10651	444.15586	1.75658	19.71796	0.29444	3.28183	319.14028	537.38368	35.63026
1119	734.59265	502.31664	0.1874	70.67792	3.9814	9.54222	41.94046	0.44494	0.28464	233.7543	1376.56526	0.29593	0.01509	2.28513	142.20301	199.306	6.59573	7.35483	1.02894	104.45537	569.69358	1.45979	147.46017	211.44408	11.91131	0.39896	219.87058	12.73953	83.69305	122.71967	477.26867	244.14842	0.00513	86.05658	34.06228	1.84078	113.23486	384.06568	0.35942	5.99791	0.04376	1.03818	311.28272	738.68271	13.95053
1038	280.48598	468.92413	0.77256	168.32491	4.3648	8.03352	14.12254	0.21036	0.38573	48.6322	766.45007	0.29068	0.01195	2.75338	123.05285	144.68298	5.2408	4.47059	1.00031	57.54157	340.56591	0.58626	162.53265	341.95796	6.99	0.89383	197.06801	16.07479	125.81594	117.52721	401.29629	286.76925	0.04238	25.12317	6.28933	1.2286	48.27472	311.60214	0.32927	7.94371	1.35749	0.54617	310.7462	126.08905	12.23195
1194	373.90413	444.82119	0.03104	117.60372	5.4274	8.562	15.07889	0.21125	0.17311	60.94524	260.44759	0.14053	0.01442	1.09554	128.52942	71.28841	6.79711	9.80275	2.62193	100.7373	582.38778	0.87973	145.48681	254.03462	10.13191	0.10801	196.99387	21.91603	177.73862	160.19825	441.55644	392.16855	0.00522	64.5935	91.4591	1.9034	35.36924	324.12208	0.21959	7.19019	NA	1.43656	1422.94281	113.82129	42.30995
1290	381.34172	500.45512	0.17612	74.70754	6.54593	12.22497	15.42926	0.20867	0.23454	62.07264	265.65643	0.15514	0.02357	1.80577	153.22496	79.33373	6.36659	6.20094	0.61265	111.83746	478.35104	0.3626	98.65051	180.74547	6.9336	0.05375	200.43007	20.20409	228.32953	177.43192	584.10696	400.27329	0.04446	30.53416	68.54263	2.07644	41.22568	235.89419	0.14408	3.03349	0.13227	0.24518	471.21384	95.40796	16.03307
1089	337.65492	392.97194	0.08062	196.57071	5.31169	12.71525	28.13125	0.22309	0.14153	79.10165	759.97499	0.18539	0.01743	2.36865	98.32524	118.49902	5.29365	4.45415	1.02508	85.63325	283.30153	1.39301	123.72414	164.07753	8.04577	12.70414	262.14183	12.86718	143.06779	50.16366	404.62624	240.83859	0.00889	48.99065	22.86007	1.28981	108.34171	273.47422	0.92961	12.45047	0.09997	2.09374	210.59888	435.91955	21.89135
1227	473.39758	491.84379	0.02182	64.8687	6.38314	5.48732	14.26536	0.341	0.29591	74.99152	670.14768	0.11206	0.01665	1.67509	178.99004	137.43453	8.41986	197.05019	0.75186	98.13101	470.37199	2.9279	159.81087	203.21507	7.85811	0.35914	329.31356	17.76158	211.02545	185.2265	494.82136	376.78282	0.03398	168.88836	69.72728	2.0885	103.04187	255.97226	0.21779	7.89843	0.03887	0.7764	449.2176	97.74232	62.3584
1077	351.16709	331.91497	0.0448	169.64922	4.76276	6.53901	16.21719	0.17032	0.39963	74.80198	736.40102	0.25978	0.01321	4.72538	147.77257	192.16014	7.59483	5.8969	1.15678	55.54806	324.388	0.69282	93.43875	212.90788	5.3958	0.19743	285.9936	10.62728	129.54355	107.87294	352.72416	166.48634	0.00427	68.44105	27.85962	2.40941	37.13281	289.19124	0.28527	5.3104	0.17944	0.34459	372.06968	135.39136	18.86491
1162	282.38814	376.77402	0.06651	92.16357	4.52676	9.15314	12.56911	0.22541	0.07259	77.37487	167.67223	0.11026	0.01936	1.74165	111.1776	146.79932	5.02126	4.82656	0.60206	59.97781	205.18934	2.61095	107.71377	161.16199	6.56544	0.12762	226.56816	12.98736	470.89373	87.73667	396.71435	193.36034	0.0086	105.53708	30.88079	1.9847	33.85574	254.89136	0.4731	4.78719	0.04092	1.19426	412.99942	97.50936	12.4824
1126	444.98327	487.33848	0.38282	216.60813	5.21162	12.65495	11.77642	0.3188	0.2351	43.27072	997.19144	0.2427	0.01935	1.68267	149.31306	118.10987	6.36713	3.31718	1.23274	63.41159	427.80729	0.94315	138.91067	354.37689	6.76096	0.17452	256.6619	15.163	207.86225	113.81532	508.58182	453.51132	0.02251	58.1743	61.36825	2.65524	81.54696	227.29528	0.25584	16.23355	0.07115	0.59243	292.17241	111.75438	20.78066
1029	688.17869	214.65889	0.01075	40.92336	3.71541	5.41601	11.03661	0.28971	0.33589	72.3128	557.37883	0.09757	0.01373	0.91344	118.25238	95.00597	5.22559	4.03523	0.67787	57.4726	175.14637	1.27292	69.83702	201.27962	4.71548	0.16245	174.14503	9.54494	76.06574	92.76235	211.6348	263.03473	0.00451	80.66188	17.23456	0.81732	70.68663	143.50557	0.40848	4.56923	0.13035	1.08031	117.7635	68.56377	11.82214
1247	517.77371	547.78035	0.00769	274.14605	5.44283	12.77395	19.44686	0.36155	0.24051	79.52117	2326.30577	0.3904	0.01576	0.8597	168.20122	65.96083	7.64004	3.97108	1.55466	72.9857	495.50597	0.29789	100.53977	237.96675	9.99504	0.14714	262.90396	23.93463	225.17525	142.80024	473.97732	250.10428	0.00958	30.45517	46.34052	1.58739	53.4336	247.88161	0.80328	7.68927	0.09456	1.87854	289.67656	104.0352	29.34672
1217	515.56349	397.11501	0.69864	34.36176	4.17034	5.94998	18.989	0.23763	0.31303	126.03451	672.39385	0.47447	0.02203	4.40234	160.93355	123.25832	8.52605	7.53814	0.9866	55.83691	644.84952	1.17326	115.47587	268.40027	8.73252	0.43768	310.77327	15.99059	185.03437	174.38709	473.87713	261.91206	0.07212	62.83054	15.11121	3.88343	66.59856	275.80933	1.21428	14.77659	0.03652	4.28446	563.33382	112.82944	24.50304
1028	1269.68112	381.36011	0.13776	76.67161	5.55094	11.95006	19.32625	0.62621	0.0713	147.27797	500.0128	0.17981	0.02097	1.38722	149.74298	111.90152	11.5437	8.88435	0.94802	96.78277	381.24434	0.87432	97.91654	307.41375	11.52233	0.14776	246.0959	20.58526	122.69171	150.60817	390.02523	392.08093	0.00727	42.71157	26.08573	1.53913	128.55691	233.07791	0.60413	10.17509	0.2069	2.70439	244.16887	143.40993	20.60045
1245	441.53863	369.1977	0.03378	63.05014	4.22165	9.81837	16.42468	0.40889	0.30424	62.08242	1078.48701	0.26944	0.01213	1.09126	146.61778	164.5267	4.27435	4.01131	0.6452	45.03445	458.14596	0.50757	80.83734	172.5679	9.30463	0.25216	196.60703	19.2648	147.78742	142.55433	368.93948	199.27409	0.00378	37.97396	31.06335	1.47732	32.86271	187.52875	0.25153	5.04386	0.11085	1.44576	241.01168	66.03556	13.77305
1173	390.71485	436.04714	0.01186	75.3609	4.07914	8.71005	17.54251	0.39884	0.14248	82.36812	234.82067	0.33398	0.01423	1.12951	127.7638	77.73541	5.68105	7.43018	1.07065	119.03022	482.22505	0.54434	117.35847	175.41845	10.04286	1.93876	204.26115	20.64026	180.46611	139.44568	467.66962	291.98177	0.00527	36.01696	34.574	2.03889	59.10885	236.70522	0.61672	13.53105	0.10734	9.6832	1151.96392	196.07088	20.29908
1017	669.64323	493.91028	0.06569	170.24518	12.66916	12.45221	20.4192	0.44189	0.42991	195.40542	1339.47088	0.24948	0.01537	18.25524	165.70534	194.01619	7.8693	10.56922	1.24783	78.78029	308.17578	7.44951	257.77533	305.74071	7.0805	0.13317	322.48764	12.88437	76.03706	139.434	464.23191	180.02387	0.01167	386.21419	13.0762	1.76531	85.83081	435.3816	1.33104	10.26915	0.15335	1.29226	267.88016	216.30415	34.771
1163	313.38465	491.87426	0.05108	194.32434	4.62087	7.61386	15.20322	0.2564	0.26933	98.69865	242.08825	0.17418	0.01556	6.29143	130.45341	149.23787	8.54379	6.67294	0.79363	84.42178	305.68307	1.22192	117.54929	212.35541	7.18444	0.09143	381.88203	14.12223	156.73803	75.78477	378.4094	204.53167	0.01641	88.75241	49.11856	2.35775	45.29442	316.99257	0.67531	5.53411	NA	1.62352	623.06795	141.01319	83.35817
1297	299.12325	305.8157	0.03816	69.79386	6.02544	30.71772	8.49681	0.36577	0.05167	83.31948	483.7869	0.13029	0.0217	1.02793	141.56433	35.1851	4.28369	6.51875	0.26601	90.70887	448.20755	1.66171	92.61715	204.67029	3.85357	0.13139	210.80137	16.29874	82.75913	113.15864	528.07359	184.24255	0.01681	104.93837	45.37498	1.92313	45.40053	213.87154	0.00397	4.13851	NA	0.33495	213.24806	68.65781	11.64362
1148	999.88583	245.47039	0.37845	57.74449	5.22125	10.10137	14.97762	0.40546	0.19122	206.3145	368.52519	0.26361	0.01509	2.36644	147.40001	95.65286	7.35101	11.95871	0.75828	138.58523	589.03483	0.82796	115.26663	187.76212	4.7838	0.10687	138.16957	15.76139	129.40045	109.07159	381.68838	358.96039	0.03516	38.46201	66.98598	3.86462	65.79548	272.58781	0.21396	2.882	0.06189	0.94162	701.97759	142.04123	25.79134
1278	845.32174	376.51718	0.06163	194.53972	8.2918	8.40462	24.19479	0.27075	0.25032	142.15016	861.60918	0.18702	0.01538	1.01678	168.50054	58.94455	7.17655	9.57244	0.87161	92.96268	299.81968	1.84884	130.36147	493.9804	7.20037	0.38409	323.21822	16.05418	162.06075	104.07728	399.55179	160.80324	0.00551	104.00907	48.76403	1.56536	77.66286	288.51569	1.21005	13.34205	0.03747	1.54263	506.42254	253.6299	27.80055
1224	267.20056	287.32608	0.05193	68.07691	4.89892	4.10594	8.94687	0.14381	0.03117	52.46898	487.21977	0.05127	0.01744	1.70781	107.4047	62.83857	6.29023	137.95563	0.59468	59.01634	418.66012	3.19021	149.39783	145.73252	5.41856	0.10432	183.68205	13.04029	190.43696	112.76831	311.59692	288.74992	0.01232	116.69658	47.75087	1.68737	51.06834	180.44365	0.14536	6.57093	NA	0.37993	274.94571	69.07655	41.4124
1118	368.91827	456.73291	0.25215	166.95084	3.95256	9.37174	32.84994	0.2886	0.17299	120.65845	910.39665	0.13632	0.03242	4.35863	107.48904	156.63447	6.28803	4.83181	1.21392	67.16882	536.2766	0.5273	125.01012	182.68636	8.76614	0.7114	177.91704	12.195	156.81121	96.5156	408.37047	223.59758	0.0136	35.52874	24.87272	1.2689	80.29706	331.39398	0.31568	5.12945	0.05623	0.83417	244.5274	810.94941	15.353
